12332,Andres,Nara,Andres Nara,M,M,90000.00,Paris
12333,Terrance,Rodriguez,Terrance Rodriguez,M,M,90000.00,Villeneuve-d'Ascq
12334,Roy,Jimenez,Roy Jimenez,M,M,130000.00,London
12335,Francisco,Ashe,Francisco Ashe,S,M,150000.00,Runcorn
12336,Wyatt,Price,Wyatt Price,S,M,130000.00,Newcastle upon Tyne
12337,Dustin,Goldstein,Dustin Goldstein,S,M,70000.00,Lavender Bay
12338,Monica,Vance,Monica Vance,S,F,70000.00,South Melbourne
12339,Clayton,Jai,Clayton Jai,S,M,70000.00,Findon
12340,Stacy,Diaz,Stacy Diaz,S,F,70000.00,Caloundra
12341,Katie,Kumar,Katie Kumar,M,F,80000.00,Lane Cove
12342,Morgan,Young,Morgan Young,M,F,70000.00,Sydney
12343,Gloria,Ruiz,Gloria Ruiz,M,F,60000.00,Milsons Point
12344,Dominique,Perez,Dominique Perez,S,F,80000.00,Darlinghurst
12345,Alison,Raje,Alison Raje,S,F,80000.00,Townsville
12346,Wesley,Gao,Wesley Gao,S,M,90000.00,Silverwater
12347,Summer,Madan,Summer Madan,M,F,90000.00,Warrnambool
12348,Jimmy,Vazquez,Jimmy Vazquez,M,M,90000.00,Lavender Bay
12349,Lacey,Yuan,Lacey Yuan,S,F,90000.00,Silverwater
12350,Logan,Hernandez,Logan Hernandez,M,M,90000.00,Geelong
12351,Cara,Zhang,Cara Zhang,M,F,100000.00,Sunbury
12352,Ramon,Zhang,Ramon Zhang,M,M,100000.00,North Sydney
12353,Joe,Ramos,Joe Ramos,M,M,110000.00,Hawthorne
12354,Lance,Ortega,Lance Ortega,M,M,110000.00,Geelong
12355,Monique,Ortega,Monique Ortega,S,F,120000.00,Wollongong
12356,Julia,Wood,Julia Wood,S,F,90000.00,Port Macquarie
12357,Susan,Lu,Susan Lu,S,F,100000.00,Findon
12358,Lacey,Raje,Lacey Raje,M,F,100000.00,Milsons Point
12359,Veronica,Raman,Veronica Raman,M,F,130000.00,Milsons Point
12360,Mario,Goel,Mario Goel,S,M,130000.00,North Sydney
12361,Dana,Diaz,Dana Diaz,M,F,160000.00,East Brisbane
12362,Thomas,Harrison,Thomas Harrison,S,M,90000.00,Lemon Grove
12363,Kayla,Thompson,Kayla Thompson,M,F,110000.00,Langford
12364,Erin,Rogers,Erin Rogers,M,F,130000.00,Port Orchard
12365,Alex,Evans,Alex Evans,M,M,80000.00,Bremerton
12366,Stephanie,Cox,Stephanie Cox,M,F,80000.00,Ballard
12367,Trinity,Townsend,Trinity Townsend,S,F,10000.00,Leeds
12368,Rodney,Rubio,Rodney Rubio,S,M,10000.00,Metz
12369,Terrence,Lal,Terrence Lal,S,M,60000.00,Melton
12370,Preston,Perez,Preston Perez,M,M,60000.00,Silverwater
12371,Stefanie,Subram,Stefanie Subram,S,F,60000.00,Rhodes
12372,Darren,Prasad,Darren Prasad,S,M,60000.00,East Brisbane
12373,Isaac,Gray,Isaac Gray,S,M,30000.00,Versailles
12374,Marie,Kapoor,Marie Kapoor,S,F,20000.00,Croix
12375,Jarrod,Raman,Jarrod Raman,S,M,20000.00,Cergy
12376,Holly,Perez,Holly Perez,S,F,20000.00,London
12377,Christopher,Miller,Christopher Miller,S,M,20000.00,Bottrop
12378,Brianna,Sanchez,Brianna Sanchez,S,F,30000.00,Ingolstadt
12379,Bridget,Chande,Bridget Chande,S,F,30000.00,Hamburg
12380,Omar,Yuan,Omar Yuan,S,M,30000.00,Billericay
12381,Johnny,Lal,Johnny Lal,M,M,40000.00,London
12382,Tamara,Chen,Tamara Chen,S,F,20000.00,London
12383,Albert,Gomez,Albert Gomez,S,M,30000.00,Paris
12384,Jacquelyn,Gutierrez,Jacquelyn Gutierrez,M,F,40000.00,Kiel
12385,Tara,Raji,Tara Raji,M,F,40000.00,Berks
12386,Katherine,Perry,Katherine Perry,S,F,20000.00,Erlangen
12387,Meredith,Vazquez,Meredith Vazquez,S,F,30000.00,Villeneuve-d'Ascq
12388,Casey,Kumar,Casey Kumar,S,F,30000.00,Kiel
12389,Albert,Jiménez,Albert Jiménez,S,M,30000.00,Colombes
12390,Denise,Martinez,Denise Martinez,S,F,40000.00,Berlin
12391,Olivia,Kelly,Olivia Kelly,S,F,40000.00,Kirkby
12392,Nichole,Nath,Nichole Nath,S,F,10000.00,Esher-Molesey
12393,Brenda,Sai,Brenda Sai,S,F,20000.00,Saint-Denis
12394,Erika,Serrano,Erika Serrano,S,F,20000.00,Liverpool
12395,Kyle,Carter,Kyle Carter,S,M,30000.00,Chatou
12396,Susan,Yang,Susan Yang,S,F,30000.00,Hof
12397,Shaun,Chapman,Shaun Chapman,S,M,40000.00,Poing
12398,Ashley,Clark,Ashley Clark,S,F,40000.00,Lille
12399,Henry,Chapman,Henry Chapman,S,M,40000.00,Braunschweig
12400,Andy,Martin,Andy Martin,S,M,40000.00,Essen
12401,Kimberly,Rivera,Kimberly Rivera,S,F,40000.00,Hof
12402,Albert,Moreno,Albert Moreno,S,M,40000.00,London
12403,Henry,Young,Henry Young,S,M,40000.00,Watford
12404,Krystal,Liang,Krystal Liang,S,F,40000.00,York
12405,Cole,Sanchez,Cole Sanchez,S,M,40000.00,Newcastle upon Tyne
12406,Ross,Gutierrez,Ross Gutierrez,S,M,50000.00,Grevenbroich
12407,Shawn,Raji,Shawn Raji,S,M,50000.00,Berlin
12408,Jon,Lu,Jon Lu,S,M,50000.00,Saarlouis
12409,Savannah,Hill,Savannah Hill,S,F,40000.00,Santa Cruz
12410,Mariah,Richardson,Mariah Richardson,S,F,40000.00,Beverly Hills
12411,Kevin,Alexander,Kevin Alexander,S,M,40000.00,Concord
12412,Mackenzie,Wright,Mackenzie Wright,M,F,50000.00,Downey
12413,James,Gonzales,James Gonzales,S,M,60000.00,Olympia
12414,Ethan,Lal,Ethan Lal,S,M,60000.00,Oregon City
12415,Brianna,Richardson,Brianna Richardson,S,F,60000.00,W. Linn
12416,Veronica,Martinez,Veronica Martinez,S,F,60000.00,Bellflower
12417,Alexis,Bryant,Alexis Bryant,S,F,60000.00,Chula Vista
12418,Robert,Hernandez,Robert Hernandez,S,M,20000.00,Corvallis
12419,Destiny,Bell,Destiny Bell,M,F,30000.00,Bremerton
12420,Spencer,Hayes,Spencer Hayes,M,M,30000.00,Milwaukie
12421,Cameron,Hughes,Cameron Hughes,M,M,30000.00,Newport Beach
12422,Hailey,Evans,Hailey Evans,M,F,30000.00,Marysville
12423,Sarah,Thompson,Sarah Thompson,S,F,20000.00,Olympia
12424,Rebecca,Mitchell,Rebecca Mitchell,M,F,30000.00,Sedro Woolley
12425,Brandon,White,Brandon White,M,M,30000.00,Walla Walla
12426,Cody,Cox,Cody Cox,M,M,40000.00,Lakewood
12427,Kimberly,Stewart,Kimberly Stewart,M,F,40000.00,San Diego
12428,Sean,Morris,Sean Morris,M,M,40000.00,San Gabriel
12429,Melvin,Black,Melvin Black,M,M,40000.00,Concord
12430,Kaitlyn,Thompson,Kaitlyn Thompson,M,F,40000.00,Sooke
12431,Wyatt,Thomas,Wyatt Thomas,M,M,40000.00,Sooke
12432,Nathan,Clark,Nathan Clark,M,M,40000.00,Glendale
12433,Antonio,Price,Antonio Price,M,M,40000.00,San Gabriel
12434,Thomas,Kumar,Thomas Kumar,M,M,40000.00,Tacoma
12435,Christy,Zhou,Christy Zhou,M,F,40000.00,Bell Gardens
12436,Albert,Diaz,Albert Diaz,M,M,40000.00,Burien
12437,Jeremy,Young,Jeremy Young,M,M,40000.00,Salem
12438,Bailey,Rogers,Bailey Rogers,S,F,80000.00,Colma
12439,Megan,Bennett,Megan Bennett,M,F,40000.00,Beaverton
12440,Francisco,Chandra,Francisco Chandra,M,M,40000.00,Burbank
12441,Trevor,Simmons,Trevor Simmons,M,M,40000.00,Berkeley
12442,Allison,Richardson,Allison Richardson,M,F,40000.00,Burbank
12443,Garrett,James,Garrett James,M,M,40000.00,Burbank
12444,Mackenzie,Phillips,Mackenzie Phillips,M,F,40000.00,Metchosin
12445,Cameron,Taylor,Cameron Taylor,M,M,40000.00,Oregon City
12446,Jasmine,Hall,Jasmine Hall,M,F,40000.00,La Jolla
12447,Carson,Hayes,Carson Hayes,M,M,40000.00,Port Hammond
12448,Hailey,Cox,Hailey Cox,S,F,60000.00,Lebanon
12449,Dylan,Brown,Dylan Brown,S,M,60000.00,Port Hammond
12450,Cody,Cook,Cody Cook,M,M,60000.00,Imperial Beach
12451,Anna,Simmons,Anna Simmons,S,F,60000.00,Vancouver
12452,Sean,Sanchez,Sean Sanchez,M,M,60000.00,Spokane
12453,Madison,Bennett,Madison Bennett,S,F,60000.00,W. Linn
12454,Samuel,Griffin,Samuel Griffin,M,M,60000.00,Bremerton
12455,Benjamin,Lewis,Benjamin Lewis,M,M,60000.00,Mill Valley
12456,Thomas,Chen,Thomas Chen,M,M,60000.00,Burien
12457,Misty,Rai,Misty Rai,S,F,60000.00,Beaverton
12458,Veronica,Sanchez,Veronica Sanchez,M,F,30000.00,Bottrop
12459,Stefanie,Rodriguez,Stefanie Rodriguez,S,F,30000.00,Milton Keynes
12460,Dominique,Malhotra,Dominique Malhotra,S,F,30000.00,London
12461,Ruth,Suri,Ruth Suri,M,F,40000.00,Hamburg
12462,Levi,Suri,Levi Suri,M,M,40000.00,Sulzbach Taunus
12463,Todd,Huang,Todd Huang,M,M,40000.00,Cheltenham
12464,Jared,Cook,Jared Cook,S,M,10000.00,Bobigny
12465,Cassandra,Patel,Cassandra Patel,M,F,20000.00,Gloucestershire
12466,Willie,He,Willie He,M,M,20000.00,Drancy
12467,Jennifer,Jones,Jennifer Jones,S,F,20000.00,Paris
12468,Wayne,Nath,Wayne Nath,M,M,30000.00,Paris
12469,Shane,Srini,Shane Srini,M,M,20000.00,Paderborn
12470,Barbara,He,Barbara He,M,F,20000.00,Berlin
12471,Lacey,Zeng,Lacey Zeng,M,F,40000.00,Bottrop
12472,Jeffery,Zhang,Jeffery Zhang,M,M,30000.00,Colombes
12473,Sergio,Sai,Sergio Sai,M,M,30000.00,York
12474,Tammy,Chandra,Tammy Chandra,M,F,30000.00,Cergy
12475,Logan,Carter,Logan Carter,S,M,10000.00,Solingen
12476,Rodney,Jimenez,Rodney Jimenez,S,M,20000.00,Milton Keynes
12477,Robin,Gill,Robin Gill,M,F,20000.00,Paris
12478,Ruben,Mehta,Ruben Mehta,S,M,20000.00,Bottrop
12479,Priscilla,Tang,Priscilla Tang,M,F,30000.00,Frankfurt
12480,Meredith,Alvarez,Meredith Alvarez,S,F,10000.00,Lille
12481,Victor,Diaz,Victor Diaz,S,M,10000.00,Berlin
12482,Jerome,Browning,Jerome Browning,S,M,10000.00,Orly
12483,Amanda,Perez,Amanda Perez,S,F,20000.00,Roubaix
12484,Lori,Suarez,Lori Suarez,S,F,20000.00,Hamburg
12485,Veronica,Subram,Veronica Subram,S,F,20000.00,Colomiers
12486,Kristen,Ye,Kristen Ye,S,F,20000.00,West Sussex
12487,Willie,Zhu,Willie Zhu,S,M,20000.00,Salzgitter
12488,Jay,Garcia,Jay Garcia,S,M,20000.00,Saint Germain en Laye
12489,Wayne,Rai,Wayne Rai,M,M,40000.00,Les Ulis
12490,Trisha,He,Trisha He,M,F,40000.00,Paris
12491,Alvin,Huang,Alvin Huang,M,M,40000.00,Oxford
12492,Brittany,Price,Brittany Price,S,F,60000.00,Stoke-on-Trent
12493,Dwayne,Vazquez,Dwayne Vazquez,M,M,40000.00,Ingolstadt
12494,Abby,Sandberg,Abby Sandberg,M,F,30000.00,Versailles
12495,Lucas,Miller,Lucas Miller,S,M,30000.00,Frankfurt
12496,Melanie,Cox,Melanie Cox,M,F,40000.00,Gateshead
12497,Ashlee,Kumar,Ashlee Kumar,M,F,40000.00,Saarbrücken
12498,Eduardo,Diaz,Eduardo Diaz,M,M,40000.00,Hamburg
12499,Heather,Wang,Heather Wang,S,F,20000.00,München
12500,Kathleen,Vazquez,Kathleen Vazquez,S,F,30000.00,Offenbach
12501,Cory,Sai,Cory Sai,S,M,30000.00,Solingen
12502,Darren,Sanchez,Darren Sanchez,S,M,30000.00,Oxon
12503,Casey,Shen,Casey Shen,S,F,30000.00,York
12504,Arthur,Gutierrez,Arthur Gutierrez,M,M,40000.00,Gloucestershire
12505,Dalton,Martin,Dalton Martin,M,M,40000.00,Stoke-on-Trent
12506,Preston,Sanchez,Preston Sanchez,M,M,40000.00,West Sussex
12507,Ian,Bell,Ian Bell,M,M,30000.00,Solingen
12508,Nichole,Anand,Nichole Anand,M,F,40000.00,Bury
12509,Marc,Ferrier,Marc Ferrier,M,M,40000.00,Drancy
12510,Roberto,Sanz,Roberto Sanz,M,M,40000.00,Lieusaint
12511,Grant,Chander,Grant Chander,S,M,30000.00,Paris
12512,Carolyn,Gomez,Carolyn Gomez,M,F,30000.00,Berlin
12513,Austin,Thompson,Austin Thompson,S,M,30000.00,Stoke-on-Trent
12514,Lacey,Becker,Lacey Becker,S,F,30000.00,Paris
12515,Shelby,Bailey,Shelby Bailey,S,F,30000.00,Roubaix
12516,Shawna,Chander,Shawna Chander,S,F,30000.00,Frankfurt am Main
12517,Alexa,Watson,Alexa Watson,S,F,30000.00,Kassel
12518,Jacquelyn,Dominguez,Jacquelyn Dominguez,S,F,30000.00,Solingen
12519,Casey,Gutierrez,Casey Gutierrez,S,M,30000.00,Peterborough
12520,Seth,Jackson,Seth Jackson,S,M,20000.00,Saint Germain en Laye
12521,Meredith,Dominguez,Meredith Dominguez,S,F,10000.00,Offenbach
12522,Brandy,Sanchez,Brandy Sanchez,S,F,20000.00,Pantin
12523,Steve,Wagner,Steve Wagner,S,M,20000.00,Paris
12524,Kate,Shan,Kate Shan,S,F,30000.00,Les Ulis
12525,Chelsea,Rodriguez,Chelsea Rodriguez,M,F,40000.00,Esher-Molesey
12526,Michele,Suarez,Michele Suarez,M,F,40000.00,London
12527,José,Rodriguez,José Rodriguez,M,M,60000.00,Burbank
12528,Devin,Wilson,Devin Wilson,S,M,60000.00,Spokane
12529,Isaiah,Allen,Isaiah Allen,M,M,60000.00,Berkeley
12530,Isabel,Coleman,Isabel Coleman,S,F,40000.00,Shawnee
12531,Autumn,Xu,Autumn Xu,S,F,40000.00,Beaverton
12532,Jose,Carter,Jose Carter,M,M,50000.00,Metchosin
12533,Luis,Washington,Luis Washington,M,M,170000.00,Walla Walla
12534,Katie,Shan,Katie Shan,M,F,10000.00,Saint Ouen
12535,Clifford,Kapoor,Clifford Kapoor,S,M,10000.00,Solingen
12536,Javier,Dominguez,Javier Dominguez,M,M,10000.00,Solingen
12537,Terrence,Luo,Terrence Luo,M,M,10000.00,Paris
12538,Paula,Blanco,Paula Blanco,M,F,20000.00,Berlin
12539,Marc,Dominguez,Marc Dominguez,S,M,20000.00,Orly
12540,Levi,Sara,Levi Sara,M,M,30000.00,Peterborough
12541,Jonathan,Zhang,Jonathan Zhang,M,M,30000.00,Drancy
12542,Preston,Patel,Preston Patel,M,M,30000.00,Paris
12543,Ruben,Alvarez,Ruben Alvarez,M,M,10000.00,Verrieres Le Buisson
12544,Bruce,Jordan,Bruce Jordan,M,M,10000.00,Kiel
12545,Marc,Ruiz,Marc Ruiz,M,M,10000.00,Berks
12546,Clarence,Andersen,Clarence Andersen,S,M,20000.00,Mühlheim
12547,Bradley,Nara,Bradley Nara,M,M,20000.00,Les Ulis
12548,Alexandra,Collins,Alexandra Collins,S,F,10000.00,Bottrop
12549,Donna,Xie,Donna Xie,S,F,10000.00,Paris
12550,Austin,Diaz,Austin Diaz,M,M,10000.00,Oxford
12551,Julio,Ramos,Julio Ramos,M,M,20000.00,London
12552,Bruce,Torres,Bruce Torres,M,M,20000.00,Saint Ouen
12553,Toni,Fernandez,Toni Fernandez,M,F,20000.00,Suresnes
12554,Barry,Rodriguez,Barry Rodriguez,M,M,30000.00,Cambridge
12555,Edgar,Malhotra,Edgar Malhotra,M,M,10000.00,Roubaix
12556,Manuel,Kapoor,Manuel Kapoor,M,M,10000.00,Werne
12557,Phillip,Lopez,Phillip Lopez,M,M,10000.00,Boulogne-Billancourt
12558,Amanda,Evans,Amanda Evans,M,F,20000.00,Bottrop
12559,Emmanuel,Lopez,Emmanuel Lopez,M,M,20000.00,London
12560,Mandy,Gao,Mandy Gao,M,F,20000.00,London
12561,Trisha,Lin,Trisha Lin,S,F,10000.00,Bobigny
12562,Kristina,Chandra,Kristina Chandra,M,F,10000.00,Paris
12563,Alejandro,Lin,Alejandro Lin,M,M,30000.00,Cheltenham
12564,Marshall,Yang,Marshall Yang,M,M,30000.00,London
12565,Kendra,Gutierrez,Kendra Gutierrez,M,F,10000.00,Paris
12566,Omar,Yang,Omar Yang,M,M,30000.00,London
12567,Carmen,Arthur,Carmen Arthur,M,F,30000.00,Newcastle upon Tyne
12568,Stacey,Ye,Stacey Ye,M,F,30000.00,Stoke-on-Trent
12569,Kristin,Rai,Kristin Rai,M,F,40000.00,Warrington
12570,Casey,Munoz,Casey Munoz,S,M,10000.00,Brisbane
12571,Jennifer,Green,Jennifer Green,M,F,10000.00,Coffs Harbour
12572,Alisha,Chander,Alisha Chander,S,F,10000.00,Findon
12573,Grant,Rai,Grant Rai,S,M,10000.00,Lavender Bay
12574,Derek,Raje,Derek Raje,S,M,10000.00,Silverwater
12575,Jaclyn,Shen,Jaclyn Shen,S,F,10000.00,Wollongong
12576,Walter,Dominguez,Walter Dominguez,S,M,10000.00,Melbourne
12577,Francis,Sanz,Francis Sanz,S,M,10000.00,Lane Cove
12578,Gavin,Perry,Gavin Perry,S,M,10000.00,Cranbourne
12579,Lydia,Sanchez,Lydia Sanchez,S,F,10000.00,Springwood
12580,Cedric,She,Cedric She,S,M,10000.00,South Melbourne
12581,Kristina,Fernandez,Kristina Fernandez,S,F,10000.00,Melton
12582,Carmen,Sara,Carmen Sara,S,F,10000.00,Springwood
12583,Tyrone,Ortega,Tyrone Ortega,S,M,10000.00,Newcastle
12584,Brittney,Ma,Brittney Ma,S,F,10000.00,Townsville
12585,Ian,Martinez,Ian Martinez,M,M,10000.00,Hobart
12586,Kellie,Hernandez,Kellie Hernandez,S,F,10000.00,Townsville
12587,Danny,Travers,Danny Travers,S,M,20000.00,Milsons Point
12588,Tracy,Chande,Tracy Chande,S,F,10000.00,Milsons Point
12589,Ruben,Rodriguez,Ruben Rodriguez,M,M,20000.00,Melbourne
12590,Mario,Chander,Mario Chander,S,M,30000.00,Newcastle upon Tyne
12591,Meredith,Madan,Meredith Madan,M,F,30000.00,Berlin
12592,Amy,Li,Amy Li,M,F,30000.00,Birmingham
12593,Benjamin,Zhang,Benjamin Zhang,S,M,30000.00,Bury
12594,Sandra,Gao,Sandra Gao,M,F,30000.00,Cambridge
12595,Mathew,Blanco,Mathew Blanco,S,M,30000.00,London
12596,Armando,Romero,Armando Romero,M,M,30000.00,Milton Keynes
12597,Franklin,Zhang,Franklin Zhang,M,M,20000.00,Kirkby
12598,Alexandra,Bryant,Alexandra Bryant,M,F,30000.00,Stoke-on-Trent
12599,Jillian,Fernandez,Jillian Fernandez,M,F,20000.00,Berks
12600,Larry,Romero,Larry Romero,M,M,30000.00,Eilenburg
12601,Randy,Zhang,Randy Zhang,M,M,30000.00,Peterborough
12602,Francisco,Srini,Francisco Srini,M,M,30000.00,London
12603,Cole,Reed,Cole Reed,S,M,30000.00,Peterborough
12604,Nathan,Lee,Nathan Lee,M,M,30000.00,Darmstadt
12605,Carol,Cooper,Carol Cooper,M,F,30000.00,Saarlouis
12606,Arthur,Van,Arthur Van,M,M,40000.00,Roubaix
12607,Tamara,Zhu,Tamara Zhu,M,F,40000.00,Verrieres Le Buisson
12608,Brett,Sanchez,Brett Sanchez,M,M,30000.00,Bury
12609,Linda,Carlson,Linda Carlson,M,F,30000.00,Watford
12610,Wendy,Gutierrez,Wendy Gutierrez,M,F,30000.00,York
12611,Manuel,Sara,Manuel Sara,S,M,20000.00,Watford
12612,Shannon,Torres,Shannon Torres,S,M,10000.00,Birmingham
12613,Joel,Prasad,Joel Prasad,M,M,30000.00,Saint-Denis
12614,Lance,Gill,Lance Gill,S,M,30000.00,Versailles
12615,Nathan,Hill,Nathan Hill,S,M,10000.00,Leeds
12616,Kelsey,Tang,Kelsey Tang,S,F,20000.00,München
12617,Jake,Ma,Jake Ma,M,M,20000.00,Hannover
12618,Dawn,Lal,Dawn Lal,M,F,30000.00,Lieusaint
12619,Priscilla,Rai,Priscilla Rai,M,F,40000.00,Oxford
12620,Maurice,Lal,Maurice Lal,M,M,40000.00,Villeneuve-d'Ascq
12621,Barry,Martinez,Barry Martinez,M,M,40000.00,Paris
12622,Micheal,Rubio,Micheal Rubio,M,M,40000.00,London
12623,Jesse,Sanchez,Jesse Sanchez,M,M,10000.00,Newcastle upon Tyne
12624,Jamie,Xu,Jamie Xu,M,F,20000.00,Frankfurt am Main
12625,Carly,Andersen,Carly Andersen,M,F,20000.00,Colomiers
12626,Cassie,Lal,Cassie Lal,M,F,20000.00,London
12627,Leah,Zheng,Leah Zheng,S,F,20000.00,London
12628,Arturo,Ma,Arturo Ma,M,M,20000.00,Colomiers
12629,Russell,Nara,Russell Nara,S,M,20000.00,Hamburg
12630,Kevin,Simmons,Kevin Simmons,M,M,80000.00,Gateshead
12631,Clarence,Gao,Clarence Gao,S,M,70000.00,Paris
12632,Bonnie,Nath,Bonnie Nath,M,F,80000.00,Sèvres
12633,Shannon,Suarez,Shannon Suarez,M,M,110000.00,Bracknell
12634,Derrick,Ruiz,Derrick Ruiz,M,M,120000.00,London
12635,Brad,Beck,Brad Beck,S,M,80000.00,Drancy
12636,Tamer,Salah,Tamer Salah,M,F,100000.00,Berlin
12637,Leonard,Nath,Leonard Nath,M,M,130000.00,London
12638,Sebastian,Brooks,Sebastian Brooks,M,M,80000.00,Frankfurt
12639,Ruben,Lopez,Ruben Lopez,S,M,80000.00,Roncq
12640,Angel,Richardson,Angel Richardson,M,M,90000.00,Billericay
12641,Willie,Raje,Willie Raje,M,M,100000.00,Paris
12642,Jimmy,Carlson,Jimmy Carlson,M,M,100000.00,Roubaix
12643,Kristina,Perez,Kristina Perez,M,F,120000.00,Stuttgart
12644,Rachel,Reed,Rachel Reed,M,F,130000.00,Esher-Molesey
12645,Audrey,Ruiz,Audrey Ruiz,M,F,170000.00,York
12646,Kenneth,Xu,Kenneth Xu,S,M,90000.00,Bonn
12647,Colleen,Anand,Colleen Anand,M,F,170000.00,Liverpool
12648,Lori,Dominguez,Lori Dominguez,M,F,170000.00,Warrington
12649,Omar,Goel,Omar Goel,M,M,80000.00,Paris
12650,Aaron,Wright,Aaron Wright,M,M,90000.00,Bobigny
12651,Martin,Malhotra,Martin Malhotra,S,M,90000.00,Lille
12652,Carolyn,Martin,Carolyn Martin,M,F,130000.00,London
12653,Nichole,Andersen,Nichole Andersen,M,F,150000.00,London
12654,Briana,Gill,Briana Gill,M,F,160000.00,Liverpool
12655,Larry,Vazquez,Larry Vazquez,M,M,80000.00,Colombes
12656,Blake,Roberts,Blake Roberts,M,M,90000.00,Versailles
12657,Audrey,Blanco,Audrey Blanco,M,F,110000.00,Grevenbroich
12658,Joy,Gomez,Joy Gomez,M,F,170000.00,York
12659,Damien,Chande,Damien Chande,M,M,80000.00,Paris
12660,Toni,Sanchez,Toni Sanchez,M,F,80000.00,Orleans
12661,Deborah,Pal,Deborah Pal,M,F,80000.00,Orly
12662,Jessie,Huang,Jessie Huang,M,M,90000.00,Paris
12663,Morgan,Adams,Morgan Adams,M,F,90000.00,Saint-Denis
12664,Krista,Gill,Krista Gill,M,F,130000.00,Warrington
12665,Joy,Suarez,Joy Suarez,M,F,60000.00,Cranbourne
12666,Jessie,Zhu,Jessie Zhu,S,M,60000.00,Hervey Bay
12667,Maria,Wood,Maria Wood,M,F,70000.00,Hobart
12668,Melissa,Patterson,Melissa Patterson,S,F,70000.00,Wollongong
12669,Irving,Schmidt,Irving Schmidt,S,M,70000.00,Coffs Harbour
12670,Sarah,Martinez,Sarah Martinez,S,F,70000.00,Sydney
12671,Alan,Huang,Alan Huang,S,M,70000.00,Rockhampton
12672,Carson,Butler,Carson Butler,S,M,80000.00,Sydney
12673,Colin,Stone,Colin Stone,M,M,80000.00,Melbourne
12674,Jimmy,Travers,Jimmy Travers,M,M,90000.00,Rockhampton
12675,Holly,Fernandez,Holly Fernandez,S,F,80000.00,Seaford
12676,Michele,Madan,Michele Madan,S,F,90000.00,Bendigo
12677,Cedric,Liu,Cedric Liu,M,M,100000.00,Coffs Harbour
12678,Dana,Serrano,Dana Serrano,S,F,130000.00,Silverwater
12679,Stacy,Gill,Stacy Gill,M,F,100000.00,Malabar
12680,George,Sanchez,George Sanchez,S,M,80000.00,Sydney
12681,Christy,Chow,Christy Chow,S,F,80000.00,Caloundra
12682,Kari,Subram,Kari Subram,M,F,100000.00,Melton
12683,Laura,Zhou,Laura Zhou,S,F,120000.00,Hervey Bay
12684,Shaun,Shen,Shaun Shen,M,M,120000.00,Goulburn
12685,Jaclyn,Xu,Jaclyn Xu,M,F,90000.00,Warrnambool
12686,Trisha,Zhou,Trisha Zhou,S,F,90000.00,Bendigo
12687,Marshall,Li,Marshall Li,S,M,90000.00,Coffs Harbour
12688,Stacy,Navarro,Stacy Navarro,S,F,90000.00,Hawthorne
12689,Tamara,Pal,Tamara Pal,S,F,90000.00,Caloundra
12690,Roger,Zhang,Roger Zhang,M,M,100000.00,Sydney
12691,Rafael,Andersen,Rafael Andersen,M,M,100000.00,Findon
12692,Glenn,Lu,Glenn Lu,S,M,80000.00,Hawthorne
12693,Ruth,Gonzalez,Ruth Gonzalez,M,F,80000.00,Rhodes
12694,Jay,Arthur,Jay Arthur,S,M,120000.00,St. Leonards
12695,Kari,Ruiz,Kari Ruiz,M,F,90000.00,Coffs Harbour
12696,Stacey,Hu,Stacey Hu,M,F,100000.00,Silverwater
12697,Brenda,Stone,Brenda Stone,S,F,90000.00,Milsons Point
12698,Mohamed,Pal,Mohamed Pal,M,M,110000.00,Port Macquarie
12699,Amy,Chow,Amy Chow,M,F,120000.00,Melbourne
12700,Mindy,Kumar,Mindy Kumar,M,F,110000.00,Hawthorne
12701,Gary,Gutierrez,Gary Gutierrez,M,M,110000.00,Newcastle
12702,Yolanda,Shan,Yolanda Shan,M,F,110000.00,Townsville
12703,Renee,Suarez,Renee Suarez,M,F,110000.00,Lavender Bay
12704,Barbara,Nara,Barbara Nara,M,F,120000.00,Geelong
12705,Andre,Garcia,Andre Garcia,M,M,150000.00,Perth
12706,Louis,Liang,Louis Liang,M,M,160000.00,Hawthorne
12707,Ian,Lewis,Ian Lewis,M,M,70000.00,Sedro Woolley
12708,Bonnie,Pal,Bonnie Pal,M,F,90000.00,Chula Vista
12709,Ian,Rodriguez,Ian Rodriguez,M,M,130000.00,San Carlos
12710,Dalton,Evans,Dalton Evans,S,M,170000.00,Langley
12711,Heather,Zheng,Heather Zheng,S,F,20000.00,Les Ulis
12712,Arthur,Romero,Arthur Romero,S,M,20000.00,München
12713,Deborah,Xie,Deborah Xie,S,F,20000.00,Offenbach
12714,Colleen,Lu,Colleen Lu,S,F,30000.00,Hannover
12715,Eddie,Gill,Eddie Gill,M,M,60000.00,Seaford
12716,Dale,Shen,Dale Shen,S,M,30000.00,Croix
12717,Hannah,Wood,Hannah Wood,M,F,30000.00,Metz
12718,Tammy,Sai,Tammy Sai,S,F,30000.00,Paris
12719,Cheryl,Ruiz,Cheryl Ruiz,S,F,30000.00,Sèvres
12720,Nicolas,Chande,Nicolas Chande,S,M,30000.00,Suresnes
12721,Rebekah,Martinez,Rebekah Martinez,S,F,30000.00,Saarlouis
12722,Latasha,Gomez,Latasha Gomez,S,F,20000.00,Bottrop
12723,Kurt,Jai,Kurt Jai,M,M,20000.00,Orleans
